"pid","assessed_value"
1697,280013.65625
1698,408305.875
1699,96266.8125
1700,213616.15625
1701,275113.84375
1702,134745.25
1703,227701.9375
1704,203574.625
1705,270161.28125
1706,309942.09375
1707,152984.125
1708,258536.40625
1709,160369.5
1710,72092.703125
1711,728411.8125
1712,247395.421875
1713,276738.71875
1714,670730.625
1715,116301.234375
1716,102035.15625
1717,294872.65625
1718,55824.64453125
1719,221815.59375
1720,101481.796875
1721,252968.546875
1722,231202.375
1723,460561.9375
1724,627007.625
1725,217437.171875
1726,224577.890625
1727,489150.1875
1728,103598.78125
1729,674365.5
1730,253373.75
1731,208449.234375
1732,274387.84375
1733,278327.34375
1734,249295.625
1735,77260.953125
1736,184759.53125
1737,180131.25
1738,177209.984375
1739,342649.71875
1740,245481.40625
1741,15709.12890625
1742,175347.875
1743,176001.53125
1744,718107.3125
1745,68889.5625
1746,230570.8125
1747,596654.375
1748,556203.3125
1749,326970.4375
1750,429293.25
1751,251683.328125
1752,308829.59375
1753,426318.4375
1754,224243.453125
1755,280246.625
1756,193014.734375
1757,529112.4375
1758,316930.34375
1759,146775.1875
1760,337478.84375
1761,215303.765625
1762,498126.75
1763,627479.1875
1764,368985.625
1765,847197.25
1766,825387.5625
1767,404260.46875
1768,194248.59375
1769,214602.53125
1770,124458.625
1771,745193.9375
1772,184110.390625
1773,152309.8125
1774,260332.34375
1775,246957.671875
1776,212006.34375
1777,175059.25
1778,161628.640625
1779,179732.515625
1780,155930.546875
1781,288470.53125
1782,155249.6875
1783,116092.515625
1784,254908.578125
1785,258851.390625
1786,133954.34375
1787,113780.515625
1788,311715
1789,266966.34375
1790,184100.796875
1791,560252.75
1792,151796.953125
1793,506075.90625
1794,311193.9375
1795,155412.984375
1796,83598.234375
1797,674222.25
1798,195344.6875
1799,320092.375
1800,212321.53125
1801,230586.171875
1802,296266.96875
1803,153423.609375
1804,320526.90625
1805,184722.6875
1806,143299.828125
1807,101071.890625
1808,426775.1875
1809,320230.09375
1810,288397.9375
1811,73829.5
1812,171468.265625
1813,160593.25
1814,165684
1815,241272.703125
1816,97987.1015625
1817,193972.46875
1818,235810.59375
1819,97301.046875
1820,748126.25
1821,266813.8125
1822,357346.59375
1823,348246.8125
1824,183418.828125
1825,305324.84375
1826,162287.140625
1827,92580.234375
1828,636077.625
1829,191515.390625
1830,372103.15625
1831,221191.796875
1832,425380.96875
1833,132794.703125
1834,346713.8125
1835,140454.625
1836,591651.9375
1837,350421.21875
1838,609591.8125
1839,126127.078125
1840,382724.625
1841,298374.625
1842,128016.25
1843,292027.0625
1844,119375.4296875
1845,134336.3125
1846,62574.82421875
1847,210063.1875
1848,343276
1849,114560.2734375
1850,125890.2421875
1851,96745.7734375
1852,152246.328125
1853,208096.734375
1854,315308.09375
1855,353020
1856,143651.359375
1857,161427.1875
1858,274685.09375
1859,298040.03125
1860,109874.3671875
1861,133178.125
1862,292110.6875
1863,102079.8984375
1864,193348.34375
1865,173715.359375
1866,749108.125
1867,173807.3125
1868,196017.890625
1869,356778.6875
1870,416522.5
1871,642565.75
1872,149769.609375
1873,214471.875
1874,193462.359375
1875,154829.328125
1876,124791.4140625
1877,225634.375
1878,129108.15625
1879,596536.3125
1880,175849.53125
1881,517082.46875
1882,299097.875
1883,168239.203125
1884,715915.0625
1885,74493.9453125
1886,403647.0625
1887,700498.0625
1888,79629.890625
1889,128946.796875
1890,207641.765625
1891,432088.90625
1892,117562.9609375
1893,301192.5
1894,585179.125
1895,386661.15625
1896,156191.625
1897,157873.640625
1898,287054.0625
1899,221191.796875
1900,180502.8125
1901,684480.375
1902,160087.796875
1903,126646.4765625
1904,384622.03125
1905,369898.1875
1906,465023.59375
1907,253852.921875
1908,290982.78125
1909,187603.6875
1910,235602.328125
1911,78663.46875
1912,221553.203125
1913,832944.9375
1914,127209.4453125
1915,158722.03125
1916,192726.390625
1917,732715.0625
1918,102694.546875
1919,58946.93359375
1920,178301.1875
1921,111573.0390625
1922,487502.53125
1923,70159.578125
1924,396936.75
1925,326151.125
1926,265065.625
1927,148144.34375
1928,189950.46875
1929,351861.78125
1930,262138.125
1931,264763.46875
1932,484738.15625
1933,763681.4375
1934,168129.359375
1935,379180.5625
1936,199521.453125
1937,126902.4453125
1938,113811.9765625
1939,77919.65625
1940,464000.6875
1941,251776.921875
1942,282442.90625
1943,270557.71875
1944,153044.125
1945,100858.9140625
1946,310030.5625
1947,429098.15625
1948,794850.625
1949,285236.40625
1950,238668.59375
1951,277881.6875
1952,739331.4375
1953,454414.53125
1954,500921.96875
1955,491868.78125
1956,254507.09375
1957,311815.375
1958,242860.375
1959,209784.25
1960,234848.265625
1961,132376.421875
1962,231646.28125
1963,38341.03125
1964,422577.0625
1965,298101.59375
1966,75491.1640625
1967,210194.28125
1968,215158.8125
1969,624598
1970,129195.265625
1971,280366
1972,52611.74609375
1973,350261.5
1974,82730.9296875
1975,250175.71875
1976,231354.28125
1977,155334.78125
1978,289342.34375
1979,168019.3125
1980,245296
1981,300815.1875
1982,414555.4375
1983,173387.15625
1984,295725.0625
1985,119282.1875
1986,148508.5
1987,242024
1988,153289.828125
1989,168716.140625
1990,425724.96875
1991,649879.75
1992,195047.984375
1993,196256.90625
1994,274774.5
1995,142876.53125
1996,224657.5625
1997,147316.5
1998,257727.78125
1999,732707.6875
2000,193454.46875
2001,378187.5625
2002,140981.625
2003,265043.875
2004,135782.703125
2005,361140.5625
2006,135549.390625
2007,300826.9375
2008,401456.90625
2009,306750.1875
2010,272889.65625
2011,525833.4375
2012,184883.78125
2013,163681.5625
2014,444014.5
2015,284783.03125
2016,168428.96875
2017,274408.4375
2018,208433.125
2019,130841.7421875
2020,689490.1875
2021,232055.46875
2022,274634.15625
2023,216357.453125
2024,281981.6875
2025,299284.28125
2026,526662.4375
2027,140353.34375
2028,691139
2029,575238.375
2030,313159.40625
2031,367835.28125
2032,360441.15625
2033,630960.9375
2034,131781.15625
2035,176210.546875
2036,309412.375
2037,475000.34375
2038,109323.3984375
2039,137852.890625
2040,285841.09375
2041,160689.984375
2042,507953.75
2043,84724.6484375
2044,101498.7109375
2045,127452.9921875
2046,136006.03125
2047,150141.546875
2048,371470.0625
2049,506961.71875
2050,252794.3125
2051,174096.03125
2052,177154.03125
2053,195393.78125
2054,107446
2055,462821.65625
2056,252942.09375
2057,198219.015625
2058,337242.28125
2059,185799.90625
2060,414611.90625
2061,238368.546875
2062,255815.578125
2063,145301.828125
2064,598551.0625
2065,289880.53125
2066,730045
2067,559785.25
2068,55976.296875
2069,422089.46875
2070,486941.6875
2071,124701.3671875
2072,122150.1015625
2073,310096.5
2074,294051.28125
2075,224021.53125
2076,181350.0625
2077,600347.4375
2078,417944.59375
2079,409872.625
2080,531591.0625
2081,270341.375
2082,147439.46875
2083,476145.40625
2084,139665.140625
2085,379315.15625
2086,141412.921875
2087,572823.1875
2088,351334.28125
2089,143595.71875
2090,184086.15625
2091,467075.21875
2092,75424.3203125
2093,213704.546875
2094,359911.75
2095,237119.21875
2096,283304.03125
2097,112414.828125
2098,133205.625
2099,280271.53125
2100,463524.8125
2101,265444.78125
2102,378187.125
2103,92163.1953125
2104,920812.0625
2105,197525.6875
2106,143478.625
2107,155358.21875
2108,228860.9375
2109,327069.3125
2110,116715.7578125
2111,141556.984375
2112,214737.828125
2113,268045.5625
2114,345012.78125
2115,413444.71875
2116,341978.15625
2117,174308.140625
2118,436178.84375
2119,322537.9375
2120,311726.1875
2121,199875.109375
2122,296572.625
2123,330639.96875
2124,200828.34375
2125,124592.0625
2126,317681.9375
2127,201424.4375
2128,390535.6875
2129,363168.625
2130,249234.5625
2131,386954.5
2132,215980.90625
2133,127131.34375
2134,95758.4609375
2135,98819.78125
2136,634829.8125
2137,225510.375
2138,225784.078125
2139,777460.9375
2140,315354.90625
2141,92189.5078125
2142,270843.21875
2143,91916.1171875
2144,126211.8203125
2145,395672.34375
2146,161989.515625
2147,198785.78125
2148,227840.984375
2149,222820.34375
2150,298714.625
2151,426913.03125
2152,48186.99609375
2153,224666.5625
2154,279660.96875
2155,196433.640625
2156,640811.125
2157,467225.53125
2158,337542.28125
2159,653594.25
2160,215794.5625
2161,344420.25
2162,128199.09375
2163,538059.1875
2164,319314.375
2165,383785.46875
2166,291577.53125
2167,567601
2168,106104.0703125
2169,211869.546875
2170,318680.875
2171,121616.078125
2172,181845.75
2173,224801.59375
2174,193995.828125
2175,577717.375
2176,162844.0625
2177,191084.8125
2178,174871.25
2179,338393.75
2180,215119.890625
2181,81704.421875
2182,127022.9140625
2183,255925.484375
2184,272969.71875
2185,254007.265625
2186,258189.40625
2187,110749.375
2188,112265.6796875
2189,484052.28125
2190,224531.0625
2191,163348.25
2192,262955.5
2193,505372.0625
2194,944213.3125
2195,388240.90625
2196,89840.359375
2197,176516.734375
2198,264690.59375
2199,169945.3125
2200,191754.328125
2201,67367.640625
2202,817392.6875
2203,135110.5625
2204,233386.4375
2205,107835.078125
2206,184443.71875
2207,437858.375
2208,183575.3125
2209,172268.53125
2210,271003.96875
2211,208579.234375
2212,214882.140625
2213,685876.9375
2214,230199.328125
2215,191670.03125
2216,349666.34375
2217,337262.8125
2218,315067.40625
2219,205547.40625
2220,240827.578125
2221,255383.875
2222,208370.4375
2223,319066.03125
2224,338892.21875
2225,206796.4375
2226,716638.8125
2227,168336.421875
2228,212198.734375
2229,697509.3125
2230,390768.09375
2231,210949.84375
2232,276569.15625
2233,240273.921875
2234,186954.65625
2235,766947.25
2236,111436.375
2237,255551.875
2238,184711.75
2239,274602.0625
2240,198547.25
2241,232177.046875
2242,656504.1875
2243,315411.3125
2244,381089.90625
2245,716979.25
2246,277275.65625
2247,215879.046875
2248,453114.40625
2249,173846.609375
2250,241144.078125
2251,271533.46875
2252,153346.78125
2253,98489
2254,277952.59375
2255,75978.9296875
2256,117595.546875
2257,100002.46875
2258,713914.4375
2259,696942.3125
2260,175120.046875
2261,99287.125
2262,258871.421875
2263,153578.265625
2264,489054.84375
2265,264561.53125
2266,462111.03125
2267,275433.1875
2268,424461.03125
2269,89407.8984375
2270,159576
2271,142137.21875
2272,596748.3125
2273,444752.375
2274,228416.125
2275,799996.1875
2276,101179.53125
2277,147781.390625
2278,294461.5625
2279,285011.34375
2280,242694.984375
2281,547218.875
2282,371566.71875
2283,144053.84375
2284,438514.625
2285,702306.3125
2286,59329.43359375
2287,280550.40625
2288,136251.34375
2289,227288.984375
2290,376592.6875
2291,61620.87109375
2292,302478.84375
2293,335630.3125
2294,518480
2295,310810.15625
2296,165024.15625
2297,197450.46875
2298,276092.5
2299,510237.53125
2300,270124.28125
2301,756316.6875
2302,298601.375
2303,254111.96875
2304,307442.0625
2305,737490.4375
2306,86598.6484375
2307,587091.375
2308,820075.6875
2309,120804.7265625
2310,286634.75
2311,158853.90625
2312,200372.46875
2313,189421.6875
2314,238650.8125
2315,111209.8671875
2316,405183.875
2317,221140.828125
2318,177156.890625
2319,572958.6875
2320,94237.9765625
2321,277554.625
2322,334366.625
2323,270253.125
2324,245194.90625
2325,212716.078125
2326,342847.53125
2327,404071.1875
2328,187713.15625
2329,277714.15625
2330,307025.96875
2331,158240.96875
2332,424579.1875
2333,329932.96875
2334,271280.65625
2335,553210.6875
2336,223708.6875
2337,151030.328125
2338,514351.8125
2339,176091.09375
2340,159017.09375
2341,374779.8125
2342,813920.3125
2343,400680.5
2344,318929.90625
2345,149436.765625
2346,127220.125
2347,672616.3125
2348,229282.015625
2349,309992.375
2350,211777.171875
2351,297194.09375
2352,281833.28125
2353,93592.21875
2354,215898.6875
2355,299997.84375
2356,178771.859375
2357,111819.3671875
2358,210236.265625
2359,79889.1328125
2360,565627
2361,536865.375
2362,478078.78125
2363,345834.09375
2364,210891.09375
2365,105686.6171875
2366,645252.5
2367,224112.796875
2368,286371.78125
2369,263168.46875
2370,156505.890625
2371,119946.75
2372,52981.76171875
2373,202033.40625
2374,94968.890625
2375,85223.3671875
2376,272157.96875
2377,159017.09375
2378,55134.59375
2379,98515.65625
2380,169058.0625
2381,283419.28125
2382,237109.921875
2383,207456.609375
2384,182730.5625
2385,67274.671875
2386,227802.75
2387,684945.75
2388,302231.8125
2389,372979
2390,212923.5
2391,787586.8125
2392,733130.4375
2393,272765.09375
2394,585757.4375
2395,212798.4375
2396,272982.375
2397,248049.9375
2398,337216.40625
2399,336809.09375
2400,147209.34375
2401,157227.015625
2402,129037.0625
2403,832736.0625
2404,620441.8125
2405,414713.625
2406,215336.15625
2407,737019.4375
2408,282221.3125
2409,164699.515625
2410,160389.453125
2411,297431.09375
2412,59536.90234375
2413,142738.34375
2414,275798.28125
2415,268053.875
2416,192451.078125
2417,233586.515625
2418,166539.5
2419,117668.40625
2420,790659.5
2421,487395.53125
2422,107694.640625
2423,92627.8359375
2424,266988.59375
2425,143891.84375
2426,126763.9609375
2427,301728.5625
2428,374150.34375
2429,357117.375
2430,401666.4375
2431,178600.34375
2432,551526.3125
2433,625804.25
2434,452848.09375
2435,239567.828125
2436,249378.125
2437,114793.25
2438,143320.671875
2439,175996.546875
2440,222718
2441,137047.1875
2442,212720.40625
2443,226622.65625
2444,225088.859375
2445,204243.828125
2446,131252.0625
2447,305794.625
2448,246881.671875
2449,284812.4375
2450,169026.875
2451,319170.625
2452,191400.8125
2453,174542.609375
2454,206296.953125
2455,196220.625
2456,154874.984375
2457,196427.21875
2458,94959.609375
2459,318345.15625
2460,402974.21875
2461,196692.0625
2462,249883.59375
2463,264337.03125
2464,119173.2421875
2465,364324.5
2466,171038.125
2467,729621.125
2468,185342.71875
2469,487079.78125
2470,285962.40625
2471,757810.375
2472,278939.03125
2473,62641.87890625
2474,559016.1875
2475,816898.375
2476,194114.25
2477,349332.4375
2478,196638.71875
2479,449164.53125
2480,150626.59375
2481,334867.59375
2482,647714.5625
2483,156894.09375
2484,215008.90625
2485,187902.46875
2486,252499.71875
2487,155783.890625
2488,452802.90625
2489,190590.09375
2490,195603.734375
2491,240794.921875
2492,747353.8125
2493,221537.546875
2494,334063.53125
2495,99080.6015625
2496,438599.46875
2497,281946.6875
2498,499952.9375
2499,76165.90625
2500,141170.953125
2501,184890.0625
2502,207876.40625
2503,233071.03125
2504,124360.5390625
2505,278345.40625
2506,156855.8125
2507,337716.53125
2508,739962.4375
2509,434957.25
2510,150436.953125
2511,247789.921875
2512,306989.71875
2513,162864.140625
2514,712918.9375
2515,194626.34375
2516,226894
2517,510012
2518,259385.578125
2519,71128.7578125
2520,376229.34375
2521,173371.171875
2522,166504.125
2523,488428.40625
2524,344759.0625
2525,203609.140625
2526,63499.90234375
2527,336804.875
2528,228973.84375
2529,160069.40625
2530,220121.75
2531,203835.140625
2532,265970.40625
2533,232089.734375
2534,711535.9375
2535,310630.625
2536,343089.625
2537,72804.546875
2538,554972.5625
2539,219687.46875
2540,277966.5625
2541,193598.3125
2542,229415.703125
2543,321224.75
2544,309521.9375
2545,31493.73046875
2546,272085.59375
2547,36825.24609375
2548,83041.296875
2549,566114.5
2550,199774.1875
2551,143001.828125
2552,90438.828125
2553,722343.9375
2554,146797.078125
2555,160593.25
2556,314292.9375
2557,430981.28125
2558,207996
2559,156464.90625
2560,500773.875
2561,180161.09375
2562,235306.34375
2563,850841.375
2564,183445.140625
2565,199091.90625
2566,382728.4375
2567,599277.5
2568,256325.828125
2569,90359.796875
2570,595811.1875
2571,206430.3125
2572,599671.25
2573,197266.15625
2574,88383.1484375
2575,341832.3125
2576,197810.921875
2577,735749.875
2578,104978.8359375
2579,341926.5625
2580,441193.6875
2581,209689.1875
2582,120436.953125
2583,174827.28125
2584,164969.59375
2585,250739.6875
2586,247143.421875
2587,497120.5
2588,97379.6328125
2589,164981.3125
2590,143660.296875
2591,103956.0703125
2592,95501.5859375
2593,152283.828125
2594,264562.875
2595,190986.34375
2596,164330.203125
2597,178924.6875
2598,442438.75
2599,203912.84375
2600,612417.8125
2601,222354.78125
2602,531543.375
2603,215307.796875
2604,273646.75
2605,310486.1875
2606,206293.09375
2607,251997.703125
2608,215796.9375
2609,568666.75
2610,443963.625
2611,156372.828125
2612,283438.6875
2613,164554.75
2614,191931.546875
2615,328798.4375
2616,227991.96875
2617,186337.46875
2618,730892.4375
2619,87591.6171875
2620,192902.96875
2621,242078.65625
2622,234823.515625
2623,211640.640625
2624,197154.109375
2625,503651.375
2626,208891.421875
2627,595976.9375
2628,257963.953125
2629,172266.484375
2630,49826.37109375
2631,672543.0625
2632,345987.53125
2633,339800.53125
2634,126423.4453125
2635,171999.8125
2636,670638.1875
2637,233036.0625
2638,412367.6875
2639,185607.25
2640,187406.09375
2641,227345.8125
2642,173151.71875
2643,226496.09375
2644,251690.953125
2645,156090.75
2646,520986.375
2647,595119.1875
2648,257312.515625
2649,272466.65625
2650,169740.3125
2651,282794.15625
2652,600551.5625
2653,178696.75
2654,543813.1875
2655,138525.140625
2656,220915.171875
2657,164859.953125
2658,185106.6875
2659,767607.4375
2660,155668.03125
2661,242578.15625
2662,742408.5625
2663,241541.421875
2664,256014.453125
2665,220918.0625
2666,225831.8125
2667,127322
2668,404621.34375
2669,133489.59375
2670,194078.34375
2671,230546.09375
2672,261873.875
2673,240969.90625
2674,134123
2675,176133.53125
2676,421930.78125
2677,201709.921875
2678,278063.15625
2679,180725.28125
2680,168919.515625
2681,99128.7421875
2682,165417.09375
2683,625843.6875
2684,306352.375
2685,180135.921875
2686,188769.84375
2687,277775.34375
2688,97122.703125
2689,832176.125
2690,109433.296875
2691,70035.5625
2692,662814.9375
2693,186565.890625
2694,130223.2890625
2695,73177.6796875
2696,615216.6875
2697,639696.6875
2698,191816.4375
2699,497129.875
2700,601932.125
2701,179269.828125
2702,297882.84375
2703,207776.21875
2704,67039.484375
2705,251335.328125
2706,111730.7734375
2707,461285.75
2708,95274.828125
2709,292928
2710,214485.453125
2711,493660.0625
2712,211926.703125
2713,246596.46875
2714,260469.53125
2715,478177.25
2716,201173.5
2717,403328.71875
2718,297875.46875
2719,690654.0625
2720,274521.03125
2721,262007.71875
2722,757082.125
2723,678807.4375
2724,194835.59375
2725,89682.734375
2726,423666.34375
2727,281924.6875
2728,232837.8125
2729,98291.171875
2730,295093.5
2731,242419.53125
2732,272947.1875
2733,131993.65625
2734,173173.890625
2735,288440
2736,149733.671875
2737,386295
2738,525649.125
2739,213297.65625
2740,301201.25
2741,548169.5
2742,122257.3515625
2743,393935.03125
2744,352905.5625
2745,104044.671875
2746,139377.984375
2747,486583.1875
2748,228585.40625
2749,265922.0625
2750,392618.03125
2751,63476.83984375
2752,640043.875
2753,800998.875
2754,216930.125
2755,328800.84375
2756,406292.84375
2757,126146.7734375
2758,283556.46875
2759,64840.01953125
2760,232833.453125
2761,183477.375
2762,176618.296875
2763,331309.875
2764,275798.625
2765,143869.65625
2766,787731.625
2767,237773.515625
2768,705330.0625
2769,182627.6875
2770,284799.0625
2771,224566.984375
2772,258179.109375
2773,217073.9375
2774,332181.96875
2775,58072.1015625
2776,110749.484375
2777,153967.953125
2778,675611.5
2779,199257.21875
2780,102365.25
2781,51160.4296875
2782,424626.21875
2783,215307.640625
2784,461656.03125
2785,150782.9375
2786,249681.578125
2787,263575.1875
2788,321073.96875
2789,211239.875
2790,538200.1875
2791,312612.96875
2792,613722.3125
2793,55099.171875
2794,89319.0390625
2795,143869.65625
2796,749176.0625
2797,236966.53125
2798,58747.0703125
2799,116612.4140625
2800,181300.296875
2801,112328.0078125
2802,268713.90625
2803,396955.90625
2804,45592.65234375
2805,801126.0625
2806,420114.84375
2807,433182
2808,339865.28125
2809,155167.375
2810,406514.03125
2811,246627.5625
2812,146255.609375
2813,652268.625
2814,634426.6875
2815,149054.59375
2816,289945.90625
2817,196638.71875
2818,694462.125
2819,331376
2820,172398.6875
2821,155128.703125
2822,144197.78125
2823,326721.28125
2824,798529.125
2825,230350.984375
2826,55388.1484375
2827,159934.5625
2828,380780.5
2829,128309.328125
2830,656960.125
2831,147153.53125
2832,162496.40625
2833,402902.5
2834,354303.75
2835,158207.890625
2836,192136.21875
2837,284833.5625
2838,549057.75
2839,215883.34375
2840,233719.859375
2841,223001.390625
2842,249218.6875
2843,198038.765625
2844,119832.890625
2845,441212.84375
2846,151551.90625
2847,241399.84375
2848,175447.796875
2849,79679.03125
2850,262512.09375
2851,344769.65625
2852,216312.703125
2853,287769.15625
2854,118394.4609375
2855,173755.140625
2856,148393.9375
2857,179474.40625
2858,70979.9765625
2859,230433.609375
2860,90020.0546875
2861,163663.75
2862,202228
2863,171830.4375
2864,227984
2865,220546.46875
2866,614730.4375
2867,410159.3125
2868,194332.84375
2869,265040.125
2870,237668.046875
2871,654019.5625
2872,366032.96875
2873,472367.1875
2874,196512.8125
2875,234789.921875
2876,338725.1875
2877,263924.1875
2878,274566.59375
2879,524692.0625
2880,69303.9375
2881,132576.71875
2882,258918.328125
2883,72536.2734375
2884,211502.84375
2885,175548.59375
2886,182107.15625
2887,484659.25
2888,463386.84375
2889,441112.4375
2890,195839.78125
2891,159042.515625
2892,194559.9375
2893,163103.625
2894,83827.4375
2895,92242.5703125
2896,77710.9140625
2897,291330.375
2898,786276.4375
2899,373274.96875
2900,279589.34375
2901,437312.84375
2902,177963.84375
2903,149788.46875
2904,540684
2905,427576
2906,245059.859375
2907,102888.125
2908,264871.8125
2909,245787.890625
2910,227679.40625
2911,267062.9375
2912,71255.703125
2913,255177.921875
2914,393013.25
2915,485143.03125
2916,343136.125
2917,212571.984375
2918,264077.5
2919,260372.625
2920,196719.25
2921,98468.4609375
2922,287061.25
2923,427219.59375
2924,218880.6875
2925,66528.171875
2926,220791.875
2927,168347.09375
2928,366702.5
2929,119190.796875
2930,309254.65625
2931,40800.18359375
2932,286881.8125
2933,193656.9375
2934,592290.8125
2935,196220.625
2936,67801.1328125
2937,559982.5
2938,150218.625
2939,123533.2890625
2940,122839.90625
2941,140555.859375
2942,322468.59375
2943,125255.484375
2944,273782.96875
2945,285236.40625
2946,312937.21875
2947,317477.75
2948,245489.65625
2949,276470.625
2950,303070.03125
2951,177357.125
2952,806321.6875
2953,202638.296875
2954,688258.125
2955,155172.109375
2956,190840.90625
2957,276461.65625
2958,119911.9921875
2959,128971.6953125
2960,302932.03125
2961,313346.5625
2962,222077.09375
2963,271591.625
2964,419310.0625
2965,500530.46875
2966,295933.46875
2967,314306.125
2968,113780.515625
2969,183252.96875
2970,223938.84375
2971,316968.5
2972,257762.09375
2973,350847.40625
2974,53631.28515625
2975,207034.859375
2976,330083.15625
2977,325609.5
2978,134594.796875
2979,92724.8984375
2980,340214.03125
2981,121839.1640625
2982,246343.203125
2983,71458.9609375
2984,189998.40625
2985,356721.03125
2986,213793.0625
2987,453165.84375
2988,299835.5625
2989,385406.0625
2990,63547.734375
2991,445576.75
2992,233905.25
2993,384291.0625
2994,224725.453125
2995,644393.4375
2996,686307.375
2997,213984.65625
2998,416276.96875
2999,801365
3000,357298.59375
3001,338339.5
3002,413773.53125
3003,195530.78125
3004,427088.5625
3005,142860.671875
3006,77304.5546875
3007,722181.625
3008,335832.46875
3009,299454.6875
3010,87182.71875
3011,711957.8125
3012,139200.21875
3013,244005.328125
3014,62367.76953125
3015,544135.0625
3016,166506.53125
3017,69026.359375
3018,215436.390625
3019,185107.40625
3020,309270.03125
3021,453870.15625
3022,610172.0625
3023,202768.703125
3024,179847.96875
3025,220863.90625
3026,465298.78125
3027,37991.609375
3028,396829.625
3029,216374.28125
3030,96999.609375
3031,280115.90625
3032,224520.4375
3033,165851.21875
3034,407194.8125
3035,121760.03125
3036,114592.328125
3037,48363.3671875
3038,257500.390625
3039,155834.671875
3040,205086.4375
3041,188241.75
3042,73340.8984375
3043,174056.75
3044,332477.09375
3045,58072.375
3046,178046.796875
3047,231130.3125
3048,261810.3125
3049,219108.546875
3050,720922.4375
3051,185544
3052,130553.5
3053,255674.703125
3054,494394.875
3055,306463.5625
3056,540313.875
3057,386793.625
3058,142858.6875
3059,438615.40625
3060,182452.9375
3061,202146.34375
3062,325202.90625
3063,331228.21875
3064,174636.8125
3065,165988.0625
3066,178962.125
3067,251981.921875
3068,528612.875
3069,76654.890625
3070,53816.3125
3071,246311.109375
3072,149474.796875
3073,370629.59375
3074,75430.7734375
3075,620627.375
3076,130751.109375
3077,472416.28125
3078,332561.1875
3079,345017.21875
3080,231520.421875
3081,206164.03125
3082,197922.90625
3083,319274.90625
3084,77613.25
3085,429676.96875
3086,202570.40625
3087,202174.984375
3088,845905.625
3089,117192.2421875
3090,140134.4375
3091,789821.1875
3092,198902.96875
3093,173756.46875
3094,146801.8125
3095,234310.09375
3096,153026.84375
3097,442696.5625
3098,536701.4375
3099,381508.25
3100,241782.03125
3101,170870.4375
3102,122267.5
3103,306206.375
3104,145977.375
3105,443849.0625
3106,332933
3107,246257.4375
3108,226817.703125
3109,368973.125
3110,437858.375
3111,238285.765625
3112,632716.6875
3113,610915.625
3114,204221.953125
3115,206569.515625
3116,231667.203125
3117,411989.3125
3118,292031.15625
3119,220681.9375
3120,272339.25
3121,252153.046875
3122,168103.125
3123,285508.3125
3124,262720.34375
3125,192563.40625
3126,828047.8125
3127,381201.71875
3128,407087.5
3129,185846.109375
3130,344958.25
3131,229458.921875
3132,263452.90625
3133,623525.5625
3134,517084.3125
3135,317949.25
3136,305925.34375
3137,241737.578125
3138,532889.5625
3139,217192.453125
3140,217560.25
3141,112035.46875
3142,278194.8125
3143,89518.8515625
3144,128415.1796875
3145,138242.890625
3146,236824.4375
3147,456772.375
3148,279434.46875
3149,153568.890625
3150,127827.6953125
3151,190604.890625
3152,180177.46875
3153,167874.984375
3154,206980.40625
3155,148073.46875
3156,232849.203125
3157,399628
3158,214261.84375
3159,91497.0078125
3160,608919.6875
3161,212571.671875
3162,232205.796875
3163,562452.3125
3164,250988.703125
3165,176026.640625
3166,55661.203125
3167,469558
3168,361598.5
3169,288033.1875
3170,225686.5625
3171,364532.40625
3172,188610.703125
3173,126583.234375
3174,160593.25
3175,68411.6875
3176,182053.0625
3177,298494.1875
3178,268822.5
3179,133977.625
3180,205847.6875
3181,165558.46875
3182,132132.09375
3183,167397.375
3184,448059.75
3185,61948.5859375
3186,297649.4375
3187,201688.609375
3188,132876.296875
3189,204193.75
3190,143429.875
3191,659343.5625
3192,149873.140625
3193,745358.5
3194,281675.90625
3195,148306.84375
3196,352767.15625
3197,555970.125
3198,273558.53125
3199,179673.0625
3200,151704.03125
3201,211342.875
3202,669015.125
3203,687175.8125
3204,460487.90625
3205,319189.65625
3206,246734.140625
3207,873939.8125
3208,132221.203125
3209,329825.21875
3210,424925.34375
3211,161924.15625
3212,27200.7734375
3213,238391.234375
3214,117897.84375
3215,43983.34375
3216,203437.890625
3217,444767.09375
3218,304092.75
3219,526306
3220,165298.03125
3221,325923.5
3222,331261.5625
3223,286950.15625
3224,190801.875
3225,260047.796875
3226,175386.265625
3227,44450.0078125
3228,712583
3229,187588.84375
3230,165719.734375
3231,168866.4375
3232,271780.25
3233,344778.6875
3234,152957.375
3235,181411.78125
3236,126536.9765625
3237,287114.59375
3238,704315
3239,428487.3125
3240,125584.5078125
3241,842217.875
3242,616967.25
3243,338384.03125
3244,141882.46875
3245,203136.6875
3246,341991.3125
3247,464602.1875
3248,252852.015625
3249,421901.3125
3250,78589.265625
3251,230293.96875
3252,883296.375
3253,156390.53125
3254,598755.25
3255,195061.015625
3256,195755.9375
3257,470244.59375
3258,505557.625
3259,146136.171875
3260,230876.25
3261,320050.9375
3262,306839.125
3263,182627.6875
3264,299662.5
3265,112197.234375
3266,156531.03125
3267,699954.875
3268,270217.03125
3269,686235.9375
3270,162138.21875
3271,712512.1875
3272,717239.625
3273,135244.78125
3274,176189.84375
3275,109624.6328125
3276,708111.5625
3277,251550.09375
3278,172246.40625
3279,301883.28125
3280,314787.125
3281,341620.25
